label,sentence1,sentence2
0,"NBA awards debate: Early picks for MVP, ROY and dark horse candidates",dark horse
0,Could any dark horse candidate be hired by the Bolts?,dark horse
0,"It's an interesting idea, but it seems the Jets and Dolphins have better assets in this trade scenario, hence Rapoport calling the Panthers a dark horse in this race.",dark horse
1,But there's a lot more to the winter solstice than you may realize.,winter solstice
1,It is a festival of joy that commemorates the passing of the Winter Solstice and looks forward to longer days as the sun journeys towards the northern hemisphere.,winter solstice
1,"As Dr. William Teets, the director of Vanderbilt University's Dyer Observatory, told the Associated Press, the winter solstice is the shortest day for those in the Northern Hemisphere, but oddly enough it's not the day with the latest sunrise and the earliest sunset (which actually happens two weeks before and two weeks after the winter solstice).",winter solstice
1,"Groundhog Day's origins lie in the ancient European celebration of Candlemas, which is a point midway between the winter solstice and the spring equinox – the exact midpoint of astronomical winter.",winter solstice
1,The winter solstice may explain why Christians celebrate the birth of Jesus in December.,winter solstice
1,"The exact moment of the winter solstice varies from year to year due to a slight misalignment between the Gregorian calendar and the actual rate of the Earth’s rotation around the sun, but it usually falls on the 21st or 22nd of December.",winter solstice
1,"The Groundhog Day tradition took hold in the U.S. with Punxsutawney Phil's 1887 prognostication, an offshoot of the Candlemas tradition, marking the midpoint between the winter solstice and spring equinox.",winter solstice
1,The Winter Solstice is Dec. 21 while March 20 is the Spring Equinox.,winter solstice
1,"It is one of the oldest feasts in Christianity and marks the midpoint of winter, halfway between the winter solstice and spring equinox, according to Red Lands Daily Facts.",winter solstice
1,"At present the clocks change to BST on the last Sunday in March, long after the winter solstice, the day with the shortest daylight hours in the year.",winter solstice
1,"The columbarium is the site of The Longest Night vigil at winter solstice, when the community honors homeless people who have died.",winter solstice
1,"In the past, before the approach of the winter solstice, every household would make the cakes to worship their ancestors or use as gifts for relatives and friends.",winter solstice
1,"So while our winter solstice is around Dec. 21, the Southern Hemisphere celebrates the same around June 21.",winter solstice
1,"While many pagans planned cleansing and banishing rituals for the winter solstice in the final days of 2020, Beckett decided to wait until both the year and the administration would be gone.",winter solstice
1,"What is interesting is there is a scientific reason for the date Feb. 2, it is halfway between the winter solstice and the spring equinox.",winter solstice
1,"By the way, February 2nd became Groundhog Day because it is the midway point between the winter solstice and the spring equinox.",winter solstice
1,"Thank God then, or rather science, that the winter solstice has passed and the days are beginning to get lighter, longer.",winter solstice
1,"Over the final three months of 2020, the Gallery at Depot Square put together two shows, the second of which, Winter Solstice, is currently on display through Feb. 28.",winter solstice
1,Sailing Through The Winter Solstice celebrates its fifth anniversary on Carroll Creek Park this year with a record number of participants.,winter solstice
1,"The display of boats is called Sailing Through the Winter Solstice, made possible by the local nonprofit Color on the Creek.",winter solstice
0,There is no need for anyone to have 'Dutch courage' to say that the judiciary’s biggest credibility problem has been caused by some of its own decisions as well as the conduct of some of its own functionaries.,dutch courage
0,"Cafe In't Aepjen is said to have hosted sailors and travellers back in the old days, as the upper floor functioned as a hostel of sorts while the cafe at the ground floor served doses of ""Dutch courage"" to keep the folks going.",dutch courage
0,"I believe that he may have drunk some alcohol to give him some Dutch courage to make the decision that he did.""",dutch courage
0,"Similarly, a drink before a battle would also provide a measure of ""Dutch courage"".",dutch courage
0,"He didn't know many people and accepts he drank too much partly making use of the complimentary bar, and building up the Dutch courage to speak to people he was not familiar with in the office.""",dutch courage
0,"Merim Fuad QC, defending, said Sabou, now 28, of Dej in Romania had drunk Jack Daniels for Dutch courage on his first burglary.",dutch courage
0,"During the subsequent trial, the prosecution relied on this unusual purchase as another argument for premeditation: the killers needed Dutch courage and wanted to numb the victim.",dutch courage
0,"Well, we had to pluck up enough Dutch Courage to man said killing machines in the first place.",dutch courage
0,I had had a few beers so had a bit of dutch courage to pick it up.,dutch courage
0,"Maybe it's a bit of dutch courage,"" Sam says practical jokes help too.",dutch courage
0,"There was a company party that evening, and the cultural divide was duly spanned, with a little help from some Dutch courage - of the liquid variety.",dutch courage
0,"Alcohol diminishes an individual's inhibitions by boosting self-confidence, a mental state known as Dutch courage.",dutch courage
0,"However, he uses alcohol to give him ‘Dutch courage’ - a term believed to have originated in a much earlier war because of soldiers’ reliance on Dutch gin to prepare them for the horrors of battle.",dutch courage
0,"Only when he slips and falls is the character revealed to be an ordinary man who had been charged with ""Dutch courage"" by alcohol, as he lies twitching, twisted and paralysed on the ground.",dutch courage
0,You'd soundcheck in the afternoon and then start drinking and then you'd have a few more for Dutch courage and then if the gig goes well you'd get smashed.,dutch courage
0,"Wright said: ""In Drunken Master, Jackie Chan has to get drunk to fight, but this is more the idea of Dutch courage.",dutch courage
0," His hand was as steady as a rock, and he hadn't had a drop of rum or brandy to give him Dutch courage. ",dutch courage
1,"Golfing legend Greg Norman has designed a truly diabolical course, with holes such as Dutch Courage, Putt the Plank, and everybody's favourite hole, Uranus,' added anchor and comedian Rob Riggle.",dutch courage
1,"The 11th episode of Series 3 of 'Soldier Soldier,' which is titled 'Dutch Courage,' was written by Jesse Carr Martindale, and directed by Michael Brayshaw.",dutch courage
1,"We’re barley a few minutes in and the first contestant, Donna, has her head smashed (in a helmet because safety) against a life-sized windmill in the first hole aptly named Dutch Courage.",dutch courage
1,"With golf holes named Dutch Courage, Slip 'n Putt, Putter Ducky, Dragon's Breath and Uranus to name a few, the hilarious antics only continue as Rob and Australian athlete Matt Shirvington deliver lively play-by-play commentary.",dutch courage
1,"Payne was on Wednesday discharged from Melbourne's Alfred Hospital where she has been for a little over two weeks after a fall from Dutch Courage, a horse trained by her brother Patrick, at Mildura in country Victoria.",dutch courage
1," She also wrote prefaces to his writings that were published posthumously, including Dutch Courage and Other Stories (1922).",dutch courage
0,"The Prime Minister should show Dutch courage and follow the example of their PM, Mark Rutte - and avoid taking French leave of his senses by following the lockdown example of perfidious Emmanuel Macron.",dutch courage
0,"Also, the cuffs give this wearable blanket some structure so you can actually roll up your sleeves when you're not laying around like a totally cloud engulfed couch potato.",couch potato
0,"I remember the doctor saying, “Well, at least you’re not an athlete, right?” The way she said it implied that since I wasn’t very fit, the injury wouldn’t really affect my life—I could just continue as a couch potato.",couch potato
0,"Unfortunately, Jack cannot go for long walks due to his feet but he is the best couch potato and loves to play with his toys and his humans.",couch potato
0,But one thing’s for sure: A sleek pair of new leggings can get even the most hardcore couch potato back on track!,couch potato
0,"After three months Mr Stevens, 43, had admittedly become a couch potato and with the extra responsibility of a fourth child being born in May, his wife suggested that maybe he could try going out for a run.",couch potato
0,And those habits can make all the difference between staying fit or being a certified couch potato!,couch potato
0,Other advice I would give is that being a “couch potato” is just not good for osteoarthritis.,couch potato
0,"You can’t sit around worrying and become a couch potato, feeling sorry for yourself.",couch potato
0,"Minhyuk said: “I’m a couch potato, so I don’t mind staying home for weeks, but I heard a lot of people are suffering from [the] corona blues.",couch potato
0,"Trinity says the 5 year old dog is a spoiled couch potato and is not a runner, so they’re worried someone picked him up and wants to keep him.",couch potato
0,"She's also a couch potato,"" Sinisgalli said.",couch potato
0,"Instead, we’re stuck with a gross “hero” who plays more like a middle-aged couch potato than a cop.",couch potato
0,"According to Lieberman, researchers have clocked the amount of sitting in hunting and gathering cultures to be about the same as the average couch potato.",couch potato
0,"I realized I was becoming a couch potato this year, similar to many people, so I decided it was time for an action film.",couch potato
0,"But for one lucky couch potato, it will.",couch potato
1,She recently decided to give this writing thing a go with a lighthearted blog called Couch Potato Curator.,couch potato
1,"The naval museum has remained afloat with individual donations and a few fundraisers, including a ""Couch Potato 5K, 10K and Marathon,"" with souvenir T-shirts of General Vallejo.",couch potato
1,Scott Burns is the creator of Couch Potato investing and a longtime personal finance columnist for The Dallas Morning News.,couch potato
1,"By July 1, a bill on the approval of a new national target environmental program for radioactive waste management and on the establishment and determination of the special status of a zone for special industrial use in the territory of the exclusion zone should be submitted.",radioactive waste
1,"In the statement, ombudsman expresses great concern over the recent discussions in the Armenian parliament on the use of radioactive waste from the Metsamor nuclear power plant for military purposes.",radioactive waste
1,"The only operating radioactive waste vitrification plant in the U.S., DWPF converts radioactive liquid waste stored at SRS into a solid glass form suitable for interim storage and eventual offsite geological disposal.",radioactive waste
1,"During a meeting of the permanent parliamentary commission on regional issues and Eurasian integration, Armenian Deputy Minister of Territorial Administration and Infrastructure said that Metsamor nuclear power plant produces a big volume of radioactive waste, as well as radioactive substances that are not classified as ""industrial waste"".",radioactive waste
1,"This work demonstrates the deep understanding we can develop of these complex systems and this knowledge could help underpin efforts to manage radioactive wastes in a geological disposal faciltiy.""",radioactive waste
1,"NT Senator Nigel Scullion has joined Chief Minister Adam Giles and former Prime Minister Bob Hawke in banging the nuclear drum and are now actively promoting a new Territory dump site for Australia’s, and possibly the world’s, radioactive waste.",radioactive waste
1,The ultimate aim of this work is to improve our understanding of the safe disposal of radioactive waste underground by studying the unusual diet of these hazardous waste eating microbes.,radioactive waste
1,"In a case that could affect bases around the state, the Air Force is burying radioactive waste on the site it supposedly is cleaning up, bypassing state environmental regulations because it is on federal land.",radioactive waste
1,"A smaller number of radioactive waste is stored in Moscow, Kirov, Leningrad, Arkhangelsk Regions and a number of other regions.",radioactive waste
1,There is no final repository for highly radioactive waste in the US.,radioactive waste
1,"Only time can take the heat out of radioactive waste but trust, transparency and considered talk can help take the heat out of the radioactive waste debate.",radioactive waste
1,The conference aims to foster information exchange on current progress and solutions in the area of radioactive waste management.,radioactive waste
1,"Despite the highly technical nature of some of the topics to be discussed, we hope the conference discussions will appeal to policy makers who want to learn more about the management of radioactive waste.”",radioactive waste
1,"The lab, being largely constructed by DOE contractor Bechtel National, Inc. is part of a low-level radioactive waste treatment facility meant to make glass logs out of the hazardous goo.",radioactive waste
1,The Institute of Geology and Geophysics of the National Academy of Sciences of Azerbaijan confirms the availability of information on the disposal of radioactive waste from the Metsamor nuclear power plant in some areas of the Nagorno-Karabakh region of Azerbaijan.”,radioactive waste
1,"Prof. Shoji Hashimoto from the Forestry and Forestry Products Research Institute, Japan, alongside Dr. Hiroaki Kato from the University of Tsukuba, Japan, Kazuya Nishina from the National Institute of Environmental Studies, Japan, Keiko Tagami from the National Institutes for Quantum and Radiological Science and Technology, Japan, George Shaw from the University of Nottingham, UK, and Yves Thiry from the National Agency for Radioactive Waste Management (ANDRA), France, and several other experts in Japan and Europe.",radioactive waste
1,"In view of Belarus' obligations under the Convention on Nuclear Safety, the country prepared its last report on the implementation of that convention in 2019 and the report on the Joint Convention on the Safety of Spent Fuel and Radioactive Waste Management in 2020.",radioactive waste
1,"While the federal Nuclear Regulatory Commission (NRC) released a report last year that found the project would have “minimal” environmental impact, Steinborn hoped to empower the state’s Radioactive Waste Consultation Task Force, made up of lawmakers and other leaders, with more authority in evaluating such projects.",radioactive waste
1,"Japan's 2000 Designated Radioactive Waste Final Disposal Act envisaged a location for the repository would be selected by about 2025, with disposal beginning around a decade later.",radioactive waste
0,"Handloom products from the state of Assam, ethnic food stall, terracotta of Dubri besides china clay pottery and Chikankari of Uttar Pradesh, Saharapur woodcraft interior decoration items, Manipur handloom products among others are on display at the fair.",china clay
0,"It was built between 1790 and 1810 to provide a safe, deep water facility for local fishermen, and the traders in copper ore and china clay from the mines in the nearby St. Austell area.",china clay
0,"Town: The old market town of St. Austell lies just a few miles from the south coast, and is famous for its China Clay mining history.",china clay
0,Coopers' skills were also needed in 1851 when St Austell brewery was set up by Walter Hicks to serve miners and china clay workers.,china clay
0,"We learnt that porcelain was invented in China during the Tang dynasty (AD618-907) by mixing kaolin (china clay) and pegmatite, a coarse type of granite.",china clay
0,"During the tour of the gardens exhibition the Queen met Tim Smit, the creator of the £86 million multi-environment Eden Project in a disused china clay pit near St Austell.",china clay
0,"The trainload of china clay travels the route regularly from Antwerp, in Belgium, to Irvine, in Scotland - via the Channel Tunnel.",china clay
0,"The following days took us to the Georgian harbor of Charlestown, an important harbor for the china clay industry (providing clay for Wedgwood and other manufacturers of fine porcelain), along the Coast Path to Trenarren, and up and down miles of steep, grassy cliffs directly above the English Channel with million-dollar views and sheer drop-offs to the water below.",china clay
0,. The meeting was primarily called in response to a crisis in the china clay industry.,china clay
0, Some paper machines also make use of a 'coater' to apply a coating of fillers such as calcium carbonate or china clay usually suspended in a binder of cooked starch and styrene-butadiene latex.,china clay
0,"The United Kingdom also has an abundance of specialized minerals such as china clay, used in fine china and porcelain; and Fuller's earth, an absorbent mineral used for spill containment and cleaning supplies.",china clay
0,At Norfolk Bonita discharged her china clay and loaded scrap iron.,china clay
0,"The district has rich mineral reserves including limestone, marble, granite, building stone and china clay.",china clay
0,"As the mines became exhausted and their output dropped, the port was used to export china clay from the region's quarries.",china clay
0, A branch line takes china clay trains to Fowey.,china clay
0,"With abundant deposit of rock salt and limestone, possibilities are being investigated for the existence of magnasite coal and china clay. ",china clay
0,"When the paper industry started using chalk instead of china clay as filler, the paper chemistry had to switch to a neutral process.",china clay
0,The Eden Project has been developed on the site of a former china clay quarry.,china clay
1,She said the grandmother and four children ages 10 to 15 left the home and fled to a neighbor’s home near 5700 West and China Clay Drive.,china clay
1,VBA owns several Northeast Kingdom Radio Stations including WGMT “Magic” 97.7 FM in Lyndonville.,radio station
1,"There's another radio station in New York that's been pretty damn irresponsible today about its coverage of this,"" Passan told Kay at the start of his appearance.",radio station
1,The community radio station with its entire content in Kashmiri language is produced and presented by members of the Pandit community from a settlement colony in Jammu.,radio station
1,"Even before he established the radio station, Fernando had worked to help the community.",radio station
1,"Northern California Public Media’s KRCB will migrate to 104.9 FM in the coming months, pending approval from the Federal Communications Commission of its deal with Amaturo Sonoma Media Group to acquire one of the company’s five commercial radio stations.",radio station
1,"Six years after it was launched, the community radio station, available on the Internet as well, has been ranked the number one community radio station of the country by information and broadcasting survey of the Indian government.",radio station
1,"A grant of £3,581 will be awarded to the independent radio station to allow the team to purchase a signal booster, which will help them promote the events on the bill in future years.",radio station
1,"In 2018, former WGMT sales representative Melissa Jackman filed a lawsuit against the company claiming she had been subjected to repeated sexual harassment and abuse by radio station salesman Richard “Dick” Therrien while working for the company and that James failed to do anything about it.",radio station
1,"The mind behind the project, Dr Vartika Nanda, said that Panipat is the first jail of the state to have a radio station to be operated by inmates and for the inmates.",radio station
1,"We also have our Blackfoot language program (which) was a key component when we were planning out this radio station,"" she added.",radio station
1,Canto said officials have been trying to request that the radio station take it down but they were refused.,radio station
1,"According to a Daily Guide report sighted by GhanaWeb, the robbers broke into the local radio station building and made away with some assets.",radio station
1,"The thieves, however, left behind the radio station's generator, chairs, console and transmitter.",radio station
1,"Koosen says the radio station’s broadcasting range is huge, stretching across their collective territory.",radio station
1,"It has to be the community participating and forming what this radio station should be, and the topics we should cover.”",radio station
1,A West Lothian radio station that boasts listeners from all over the world is in jeopardy and appealing for music lovers to step in and help.,radio station
1,She said that later two stations will be set up in Faridabad and Ambala jails and total 21 inmates have been selected for the radio stations.,radio station
1,The radio station is planning to file an injunction against the provincial government in order to restore its antenna.,radio station
1,Over 20 years here at the radio station and it’s been a blessing.,radio station
1,The match ended in a disqualification when Rock interfered and dropped Undertaker with a Rock Bottom.,rock bottom
1," In the episode, SpongeBob gets stranded in an abyssopelagic zone that is a city called Rock Bottom. ",rock bottom
1,"The cliff leads to an abyssopelagic zone called Rock Bottom, which is inhabited by many strange deep-sea animals. ",rock bottom
1," Heron stayed in Edinburgh, playing with a band called Rock Bottom and the Deadbeats.",rock bottom
1,"Despite the odds being stacked in his favor with McMahon's entourage at ring side distracting the referee, Shane McMahon ran down after Rock had performed the Rock Bottom, a lifting side slam, on Henry and counted the pinfall to secure Rock's employment and, presumably, earning back his spot in the tournament although this was never specifically mentioned other than McMahon mentioning it on Heat.",rock bottom
1,"Tan was the ""lead rhythm dominatrix"", backup singer and second tambourine with the Rock Bottom Remainders literary garage band.",rock bottom
0,"Allen, 35, said she realised she had hit rock bottom while supporting Cyrus on her 2014 Bangerz tour.",rock bottom
0,"I think they have to hit rock bottom like an addict, right?",rock bottom
0,"The thought that my career has crashed brought me down to rock bottom,” Jung said (translation via SCMP).",rock bottom
0,Rock bottom came in October when she was set to compete in four World Cup races in six days.,rock bottom
0,"They hit rock bottom, and still they clean themselves up and brush themselves off, maybe even put on a little mascara.",rock bottom
0,"The relationships with government are rock bottom,"" the former Scottish Labour leader and one-time East Fife footballer told BBC Radio Scotland's Sportsound.",rock bottom
0,"The 27-year-old Smith has spent months working her way back from ""rock bottom"" and is now sharing her story as part of Bell Let's Talk Day to help spark conversations about mental health.",rock bottom
0,"While rookie guard Immanuel Quickley and Julius Randle are soaring, Knox, a fellow Wildcat alum, hit rock bottom Sunday in the Knicks’ 129-115 loss to the Clippers.",rock bottom
0,"The aviation sector is struggling with the depth and duration of this crisis and we can only hope we have now reached rock bottom,"" he said.",rock bottom
0,"Travel leaders have called on government to plot a roadmap out of the Covid crisis, warning the introduction of mandatory hotel quarantine for some arrivals all but marks the industry hitting rock bottom.",rock bottom
0,"It is almost four years ago that party-goer Evans hit rock bottom and was on the tennis scrapheap, chucked off the Tour and forced to serve a one-year ban for taking cocaine.",rock bottom
0," Realizing he has hit rock bottom, Tony rededicates his life to God.",rock bottom
0, Leanne and Peter's relationship hits rock bottom.,rock bottom
0,"The proposed zebra crossing is located on the pedestrian desire line for children and parents going to and from the estates north of Dorchester Road,"" it said.",zebra crossing
0,"He said that, under the council's plans for improvements to the A19 corridor, which includes Fishergate, the zebra crossing was set to be replaced by a Pelican crossing anyway, which would mean removing the poles and installing traffic lights.",zebra crossing
0,The Fab Four featured on a zebra crossing outside on the cover of their 1969 album Abbey Road.,zebra crossing
0,They had not used the zebra crossing on the evening because the hotel was right opposite and at that time of night there were hardly any cars.,zebra crossing
0,"Nigel Berry, 38 said: ""I think it's poor planning having a zebra crossing right by a roundabout on quite a busy road in the city centre.",zebra crossing
0,"He said: ""I'm not convinced a zebra crossing is appropriate in that position.",zebra crossing
0,"In the photo Mae can be seen making her way across the zebra crossing, and just metres away from her is Sir Paul McCartney.",zebra crossing
0,"MTPD warned that it would initiate action against motorists, who do not halt their vehicles to allow pedestrians to cross the road using zebra crossing.",zebra crossing
0,During the day they used to use the zebra crossing because there were a lot of cars.,zebra crossing
0,Drivers involved in road accidents near or on zebra crossings are dealt with seriously.,zebra crossing
0,"The heroic video, shot in the city of Hangzhou in Zhejiang Province on January 29, shows a bus running over an elderly man jogging over a zebra crossing.",zebra crossing
0,"He was crossing the road using a zebra crossing, when a reckless speeding bus hit him, said Ahsanullah, father of the deceased.",zebra crossing
0,"Mr Groves said the bus stop by Lidl ""blocks traffic completely"", the zebra crossing ""is not well planned"" and the junctions with Cotswold Way and Mason's Drive are ""causing tailbacks at peak times.""",zebra crossing
0,"Earlier this week, county council cabinet member for highways Alan Amos promised an unpopular zebra crossing near Asda on Pheasant Street will be replaced with traffic lights by 2020.",zebra crossing
0,"The current two stage crossing at Clover Hill Road and Boatman Way will be removed, with a new raised table parallel zebra crossing for pedestrians and a crossing for cyclists, put in its place as part of the £50,000 work.",zebra crossing
0,"Marked foot crossings, otherwise known as zebra crossings, are not considered suitable for the road configuration and speed limits along Northcliffe Drive and the refuge crossings are considered the most appropriate facility at this location.""",zebra crossing
0,"He was also accused of having failed to stop, driving without a licence and insurance, leaving the scene of a crime, failing to drive slowly near a zebra crossing and driving at excessive speed.",zebra crossing
0,"This came just weeks after the zebra crossing on Croft Road, between the Hive and racecourse, was replaced with traffic lights as part of a £3.2million grant from the Department of Transport.",zebra crossing
0,"The complaint to the council by Mrs Colbeck said: ""Customer called to complain that the new zebra crossing in Skipton Road is inadequate and is placed in a dangerous location.",zebra crossing
0,"Inspections will be strengthened to crackdown traffic rule violations including drunken driving, using mobile phones while driving, illegal car parking, neglecting pedestrians on Zebra crossing and traffic signal violation from February 7 to 17.",zebra crossing
0,"A spokesman for the council council said: ""The highways regulations say the minimum distance to a junction for a zebra crossing should be five metres and this isn't within that.""",zebra crossing
0,The zebra crossing used to be slightly further up the hill.,zebra crossing
0,"It would have dividers with trees, footpaths, bicycle tracks, jogging areas or walkways, sitting areas, zebra crossing, street lighting and road furniture.”",zebra crossing
0,"He began to check and press the terminal and did not pay attention to what was in the path of his vehicle, and did not notice the zebra crossing.",zebra crossing
0,"There's growing pressure on Berlin for a rethink after Russia held a kangaroo court hearing for opposition leader Alexei Navalny on Monday, when he returned to the country following a poisoning attack widely believed to have been perpetrated by Russia's secret police.",kangaroo court
0,"But they resulted in the brief detentions of the whole Dare in Zambia, the incarceration of Zipa commanders in Mozambique and, later on, the incarceration of the whole of Chitepo’s Dare and its senior commanders by Mugabe after a kangaroo court held at Chimoio that saw Mudzi and others sentenced to death by Mugabe.",kangaroo court
0,"It would sound like hyperbole if it weren’t for the fact that last Wednesday, an armed mob was in the Capitol, asking, ‘Where’s Pence?’, with at least some discussion of taking plans to hold people hostage and hold them for, you know, kangaroo court trials,” Steffey said.",kangaroo court
0,"As this show trial begins in the “Kangaroo Court” known as the U.S. Senate, it is necessary for President Trump to begin to fight back against these outrageous charges.",kangaroo court
0,"So, if Sasikala wants to pursue this case even beyond the Supreme Court, she can only approach the United Nations or conduct a Kangaroo court in Mannargudi,"" Shanmugam quipped.",kangaroo court
0,"Pruitt is suing Tennessee for his $12.6 million buyout, and they’ll probably settle out of court because we all know Tennessee doesn’t want the light of truth shined on its laughably absurd kangaroo court.",kangaroo court
0,"President Trump's unwillingness to accept the law of the land and reality legitimizes the extremists, leading to the attack on the Capitol, mob rule and a kangaroo court ready with weapons, bombs and zip ties to make Congress bend to their will.",kangaroo court
0,"In my opinion, Judge Rodabaugh's court in Lima is a Kangaroo Court that rubber stamps whatever the officers ask for despite the weight of the evidence,"" Mapes wrote.",kangaroo court
0,"In a statement, Babin dubbed the House Rules Committee a ""kangaroo court.""",kangaroo court
0,"And if they don't want to comply, then when they return, it's off to some kangaroo court and then prison.",kangaroo court
0,Let’s deal with the Zondo commission kangaroo court separate from the Constitutional Court.”,kangaroo court
0,"We don't need a kangaroo court.""",kangaroo court
0,"The Jewish state is on trial in a kangaroo court, and the results are known in advance, in some of the world's nations.""",kangaroo court
0,The key is to stay calm and avoid the temptation to invite neighbors to attend a boxing match or kangaroo court trial to determine the guilty party.,kangaroo court
0,"Asked what Republicans should do about it, Cassidy said: ""There is something in our nation called due process and there are things called kangaroo courts.",kangaroo court
0,Paul called the trial a “kangaroo court” that would further divide the country.,kangaroo court
0,"To dock his pay for 30 days in this kind of ludicrous kangaroo court would be a terrible thing for Wilmot, for three reasons.",kangaroo court
0,"If this is a court of law, what distinguishes a kangaroo court, is there's no cross examination.",kangaroo court
1,"Each of the episodes has been given a unique title, including Mina's Kangaroo Court, The Accidental Patient and Moving On and Mother Hens.",kangaroo court
0,It was around this time that Mary was approached by a head hunter who offered her a mysterious job that required top secret clearance.,head hunter
0,Private equity funds pick head hunter Egon Zehnder to find Serie A media boss - sources,head hunter
0,"When he got the call from a head hunter about the open CEO job at Tampa General, it was a no-brainer, Couris said.",head hunter
0,"One aspect of the work has involved the role of executive search firms, or head hunters, in high CEO remuneration in large firms in the United Kingdom.",head hunter
0,"Liz Astor worked as a model and a head hunter before her marriage to Baron Astor. Astor has written two books, a memoir and a novel.",head hunter
0,"She is startled to meet her nemesis, Violet Sephotho, as the “head hunter” looking to fill positions for experienced secretaries.",head hunter
0,Managing director Mark Gill joined the family business 11 years ago after working for a global recruitment group followed by a stint as a corporate head hunter.,head hunter
0,"The head hunter had heard of Larson from a few investors in Tacoma, Washington.",head hunter
0,Smith was to act as head hunter and guide and Thomson more particularly look after the cooking and camp generally.,head hunter
0,"In 1989, a head hunter recruited her for a job in Citicorp’s private-­banking arm.",head hunter
1,Police are appealing for witnesses to a serious assault that occurred on Auckland's North Shore involving Head Hunter gang members that were taking part in a memorial ride for Johnny Danger in late April.,head hunter
1,"Police say about 12 Head Hunter gang members on motorcycles were heading down Coronation Road, Hillcrest on Friday April 27 around 9:40pm when one of them had a minor crash with a Nissan ute that was not part of the memorial convoy for Danger.",head hunter
1,"Fat Head's signature Bumble Berry and Head Hunter beers are among the best- selling craft beers in Ohio, and have won 33 medals at the Great American Beer Festival and the World Beer Cup.",head hunter
1,"There's also a small quirky food menu, including Head Hunter Sushi with hibiscus syrup, ""to give it that blood effect,"" said James Kleinschmidt, Disney's concept development chef.",head hunter
1,"While the film was screened at Sitges, and Nightmares Film Festival under the title The Head, but the title was later changed to The Head Hunter due to lukewarm reactions.",head hunter
0,"I am a physical, fast, strong head hunter that can make plays all over the field and play any position,"" Taylor said in an interview with 247Sports' Jason Sheer.",head hunter
0,He’s a head hunter and plays with aggression when he comes downhill to make tackles.,head hunter
0,The head hunter assisted to remove the bullets.”,head hunter
0,He said the intervention of Olori-ode (head hunter) who helped to extract the bullet before my son saved his life before it could cause more damage.,head hunter
0,No need of explaining his absence; he was the head hunter of the expedition; it was his business to wander.,head hunter
0,"Maybe what we need is more ""peace talk"" between thoughtful people able to ask ""stupid questions.""",peace talk
0,"Since December of 2015, the four countries have held several meetings to pave the way for launching direct peace talks between the Taliban and the Afghan government.",peace talk
0,The plot of the film revolves around a Klingon peace talk with the Federation which a nefarious and shadowy faction is attempting to sabotage through subterfuge and assassination.,peace talk
0,"In an ironic twist of fate, the same Friday that the international conference of the French initiative to force peace talks on Israel was launched in Paris, floodwaters in the capital city reached peak levels in what has been declared as a natural disaster.",peace talk
0,"Afghanistan and Taliban peace talk negotiators will hold their first direct session on Tuesday in Doha, officials said, as the warring sides try to work out an agenda and schedule for how to negotiate a peace deal as the United States withdraws troops.",peace talk
0,"The only way to break the current deadlock is to form an interim government,"" said Jafar Mahdavi, a former legislator who is involved in the peace talks process.",peace talk
0,"At the end of April, “these peace talks won’t be over,” German Foreign Minister Heiko Maas said at an event organized by weekly Die Zeit and three other German newspapers.",peace talk
0,The role of Pakistan in the peace talk process has taken on sudden new importance in the past several weeks.,peace talk
0,Terrorist attacks are being continuously reported Afganistan amid the peace talk.,peace talk
0,Afghanistan: The road to peace talks,peace talk
0,He even accompanied the group's founder Foday Sankoh to the a peace talk in Cote d'Ivoire in 1996.,peace talk
0,Afghanistan frees nearly 200 Taliban prisoners to push peace talks,peace talk
0,She could have mediated a Cold War peace talk.,peace talk
0,"Despite efforts for peace violence raged and surged, and many journalists, civil society activists were killed, which raised serious concerns over peace talk success and whether core values of freedom of expression, speech and civil liberties be protected, the statement added.",peace talk
0,"When I offered a peace talk, in the beginning, I could not comprehend why my counterpart Modi was not willing for dialogues, but only after the Pulwama fiasco followed with our trees being martyred in Balakot, I realized that India was pinning its election campaign on hatred against Pakistan, said PM Imran Khan.",peace talk
0,N’Delta militant groups back out of FG’s peace talk,peace talk
0,US plans to slap terrorist label on Yemen’s Houthi group raises peace talk fears,peace talk
0,"But amid all of that, a peace talk held.",peace talk
0,Ghani has repeatedly insisted that he will remain in office for his full five- year term and see the peace talks to fruition.,peace talk
0,It is believed that the slain Taliban chief had used his Iranian connections to ward off pressure from Pakistan regarding peace talks with the Afghan government in the past.,peace talk
0,"Meanwhile, preparations are underway for peace talks backed by Russia and Turkey in Kazakhstan on January the 23rd, negotiations that Syrian rebel groups have now decided to attend.",peace talk
0,"Sison denounced the use of Sparrow killing machines then but now he is shifting to this tactic, while pushing his peace talk overtures once again.",peace talk
0,Violence has continued in the country even after the launch of historic peace talks at an opening ceremony in Doha on Saturday.,peace talk
0,"The peace talks between the RNDA and the Federal Government, which was initiated last year by the Deputy Senate President, Senator Ovie Omo-Agege, was allegedly threatened recently by the appointment of Mr. Effiong Akwa as the Sole administrator for the Niger Delta Development Commission (NDDC).",peace talk
0,UN officials are trying to revive peace talks to end the war as the country’s suffering is also worsened by an economic and currency collapse and the Covid-19 pandemic.,peace talk
0,There appears no doubt that the Taliban peace talk process owes a big role to be played by Pakistan.,peace talk
